angle,outlineId,file,species,specimenId,mimicType,ptype,state,source,camera,rating,ftype,url,imageabletype,imageableid,created_at,updated_at,photoDescription,id,kingdom,phylum,class,order,family,genus,taxonRank,scientificName,scientificNameAuthorship,vernacularName,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,elevation,locationRemarks,time,day,month,year,recordedBy,siteId,description,individualCount,bodylength,sex,lifeStage,form,notes,idconfidence,other,ref,disposition,numphotos,Unique.ID,Unique.qualifier,Species,Ant.mimic.,Potential.Source.for.image,Image.found,Aspect,Sex,Notes,Done.,File,File.exists.,Adjustments..angle.adjustments..interpolation.,Notes.1
,2293,../data/outline1cb037d1151.JPG,Astia hariola,704,non-mimic,Outline,Dry,Photo 2078,,NA,photo,http://localhost/images/photos/9/2293.JPG,Specimen,704,2017-06-02 02:11:59 UTC,2017-06-02 02:12:02 UTC,strict with interpolation,704,Animalia,Arthropoda,Arachnida,Araneae,Salticidae,Astia,Species,Astia hariola,"(Koch, 1879)",Gypsy Jumper,-33.62909722,150.7710111,1493,19.29394531,"UWS Richmond, NSW",13:58,12,5,2017,Louis O'Neill,185,Golden bum jumper,1,5.2,,,,"Appears to have died during a moult.
Pickled in 96% ethanol, 29-May-2017.",,,,In collection,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dorsal,1366,../data/outline1cb0136f5450.JPG,Astia hariola,560,non-mimic,Outline,Alive,Photo 1355,Canon EOS 7D,NA,photo,http://localhost/images/photos/5/1366.JPG,Specimen,560,2017-04-15 01:05:30 UTC,2017-04-15 01:05:31 UTC,strict,560,Animalia,Arthropoda,Arachnida,Araneae,Salticidae,Astia,Species,Astia hariola,"(Koch, 1879)",Gypsy Jumper,-33.06791667,151.3827056,5,319.3192182,"OlneySF, NSW",12:19,14,4,2017,Jim,149,Golden bum jumper,1,5.1,Male,,,"Found under loose bark. Is the golden bum very crude mimicry?
Pickled in 70% ethanol, 20-Jul-2017.",Robert Whyte,,,Michael Kelly,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dorsal,1367,../data/outline1cb01e26261c.JPG,Astia hariola,560,non-mimic,Outline,Alive,Photo 1356,Canon EOS 7D,NA,photo,http://localhost/images/photos/5/1367.JPG,Specimen,560,2017-04-15 01:31:45 UTC,2017-04-15 01:31:47 UTC,strict,560,Animalia,Arthropoda,Arachnida,Araneae,Salticidae,Astia,Species,Astia hariola,"(Koch, 1879)",Gypsy Jumper,-33.06791667,151.3827056,5,319.3192182,"OlneySF, NSW",12:19,14,4,2017,Jim,149,Golden bum jumper,1,5.1,Male,,,"Found under loose bark. Is the golden bum very crude mimicry?
Pickled in 70% ethanol, 20-Jul-2017.",Robert Whyte,,,Michael Kelly,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dorsal,2289,../data/outline1cb063d6501d.JPG,Astia hariola,704,non-mimic,Outline,Dry,Photo 2075,,NA,photo,http://localhost/images/photos/9/2289.JPG,Specimen,704,2017-06-01 13:01:00 UTC,2017-06-01 13:01:02 UTC,strict,704,Animalia,Arthropoda,Arachnida,Araneae,Salticidae,Astia,Species,Astia hariola,"(Koch, 1879)",Gypsy Jumper,-33.62909722,150.7710111,1493,19.29394531,"UWS Richmond, NSW",13:58,12,5,2017,Louis O'Neill,185,Golden bum jumper,1,5.2,,,,"Appears to have died during a moult.
Pickled in 96% ethanol, 29-May-2017.",,,,In collection,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dorsal,2290,../data/outline1cb017375080.JPG,Astia hariola,704,non-mimic,Outline,Dry,Photo 2076,,NA,photo,http://localhost/images/photos/9/2290.JPG,Specimen,704,2017-06-01 13:12:08 UTC,2017-06-01 13:12:10 UTC,strict,704,Animalia,Arthropoda,Arachnida,Araneae,Salticidae,Astia,Species,Astia hariola,"(Koch, 1879)",Gypsy Jumper,-33.62909722,150.7710111,1493,19.29394531,"UWS Richmond, NSW",13:58,12,5,2017,Louis O'Neill,185,Golden bum jumper,1,5.2,,,,"Appears to have died during a moult.
Pickled in 96% ethanol, 29-May-2017.",,,,In collection,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lateral,2291,../data/outline1cb022b2505e.JPG,Astia hariola,704,non-mimic,Outline,Dry,Photo 2077,,NA,photo,http://localhost/images/photos/9/2291.JPG,Specimen,704,2017-06-01 13:26:16 UTC,2017-06-01 13:26:56 UTC,strict,704,Animalia,Arthropoda,Arachnida,Araneae,Salticidae,Astia,Species,Astia hariola,"(Koch, 1879)",Gypsy Jumper,-33.62909722,150.7710111,1493,19.29394531,"UWS Richmond, NSW",13:58,12,5,2017,Louis O'Neill,185,Golden bum jumper,1,5.2,,,,"Appears to have died during a moult.
Pickled in 96% ethanol, 29-May-2017.",,,,In collection,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dorsal,Q00002-,../data/Q00002_dorsal_interpolated.jpg,Battalus byrneae,Q00002,mimic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Q00002,,Battalus byrneae,Yes,Raven 2015,p45,Dorsal,Male,Only partial images,Yes,Q00002_dorsal_interpolated.jpg,,Interpolated,
Dorsal,372,../data/outline1cb049037856.jpg,Camponotus nigriceps,267,model,Outline,Dry,Photo 246,Canon EOS 7D,NA,photo,http://localhost/images/photos/1/372.jpg,Specimen,267,2017-01-06 03:44:53 UTC,2017-01-06 03:44:54 UTC,strict,267,Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Camponotus,Species,Camponotus nigriceps,"(Smith, 1858)",,-33.77091944,151.1141361,10,75.6,PF6-7,15:45,19,10,2016,Jim,55,Large sugar ant,2,15.3,,,,,,,51-1,,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lateral,3936,../data/outline1cb04e2b3aa0.jpg,Camponotus nigriceps,289,model,Outline,Dry,Photo 267,,NA,photo,http://localhost/images/photos/15/3936.jpg,Specimen,289,2017-08-20 06:08:04 UTC,2017-08-20 06:08:05 UTC,"strict, angles adjusted",289,Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Camponotus,Species,Camponotus nigriceps,"(Smith, 1858)",,-33.77078333,151.1141972,10,54.3,PF6-7,11:01,20,10,2016,Jim,59,Sugar ant,2,13.5,,,,,Ajay,,55-1,,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lateral,3942,../data/outline1cb04cdd3090.jpg,Camponotus nigriceps,267,model,Outline,Dry,Photo 248,,NA,photo,http://localhost/images/photos/15/3942.jpg,Specimen,267,2017-08-20 06:24:14 UTC,2017-08-20 06:24:16 UTC,strict with interpolation,267,Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Camponotus,Species,Camponotus nigriceps,"(Smith, 1858)",,-33.77091944,151.1141361,10,75.6,PF6-7,15:45,19,10,2016,Jim,55,Large sugar ant,2,15.3,,,,,,,51-1,,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dorsal,366,../data/outline1cb016346d7f.jpg,Camponotus sp1,77,model,Outline,Alive,Photo 154,Canon EOS 7D,NA,photo,http://localhost/images/photos/1/366.jpg,Specimen,77,2017-01-06 03:44:42 UTC,2017-01-06 03:44:44 UTC,strict,77,Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Camponotus,Species,Camponotus sp1,,,-33.79693889,151.1353389,10,0,"Blenheim Park, Sydney, NSW",11:40,9,10,2016,Jim,18,Golden bum ant,1,7.6,,,,"On ground.
Pickled on 31-Jan-2017 in 96% ethanol",0,,14-Jan,In collection,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lateral,3935,../data/outline1cb05dd821e3.jpg,Camponotus sp2,310,model,Outline,Dry,Photo 283,,NA,photo,http://localhost/images/photos/15/3935.jpg,Specimen,310,2017-08-20 06:05:23 UTC,2017-08-20 06:05:39 UTC,"strict, angles adjusted",310,Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Camponotus,Species,Camponotus sp2,,,-33.77115278,151.1135556,10,54.7,PF2-3,12:46,20,10,2016,Jim,63,Sugar ant,1,6.6,,,,,,,59-4,,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dorsal,MCZ136939-,../data/MCZ136939_dorsal.jpg,Castianeira cingulata,MCZ136939,mimic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MCZ136939,,Castianeira cingulata,Yes,Michael's images or taxonomic paper,Castianeira_cingulata_dorsal_X50_image2,Dorsal,Male,Photo,Yes,MCZ136939_dorsal.jpg,,,
Lateral,MCZ137106-,../data/MCZ137106_lateral.jpg,Castianeira gertschi,MCZ137106,mimic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MCZ137106,,Castianeira gertschi,Yes,Michael's images or taxonomic paper,Castianeira_cingulata_lateral_X50_image2,Lateral,Male,Photo,Yes,MCZ137106_lateral.jpg,,,
Dorsal,MCZ126957-,../data/MCZ126957_dorsal.jpg,Castianeira longipalpa,MCZ126957,mimic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MCZ126957,,Castianeira longipalpa,Yes,Michael's images or taxonomic paper,Castianeira_longipalpa_dorsal_X50_image2,Dorsal,Female,Photo,Yes,MCZ126957_dorsal.jpg,,,
Lateral,MCZ126957-,../data/MCZ126957_lateral_interpolated.jpg,Castianeira longipalpa,MCZ126957,mimic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MCZ126957,,Castianeira longipalpa,Yes,Michael's images or taxonomic paper,Castianeira_longipalpa_lateral_X50_image1,Lateral,Female,Photo,Yes,MCZ126957_lateral_interpolated.jpg,,Interpolated,
Dorsal,MCZ142573-,../data/MCZ142573_dorsal.jpg,Castianeira trilineata,MCZ142573,mimic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MCZ142573,,Castianeira trilineata,Yes,Michael's images or taxonomic paper,Castianeira_trilineata_dorsal_X50_image2,Dorsal,Female,Photo,Yes,MCZ142573_dorsal.jpg,,,
Lateral,MCZ142573-,../data/MCZ142573_lateral_interpolated.jpg,Castianeira trilineata,MCZ142573,mimic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MCZ142573,,Castianeira trilineata,Yes,Michael's images or taxonomic paper,Castianeira_trilineata_lateral_X50_image2,Lateral,Female,Photo,Yes,MCZ142573_lateral_interpolated.jpg,,Interpolated,
Dorsal,3948,../data/outline1cb05c271c04.jpg,Cicadellid1 sp1,14,non-mimic,Outline,Dry,Photo 89,Canon EOS 7D,NA,photo,http://localhost/images/photos/15/3948.jpg,Specimen,14,2017-08-21 12:51:13 UTC,2017-08-21 12:51:18 UTC,strict,14,Animalia,Arthropoda,Insecta,Hemiptera,Cicadellidae,Cicadellid1,Species,Cicadellid1 sp1,,,-33.77103889,151.1134278,10,0,"MQ campus, Sydney, NSW",11:40,26,9,2016,Jim,2,Plant hopper nymph?,1,2.5,,,,,,,2-Feb,,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dorsal,1316,../data/outline1cb031f95ef7.JPG,Cicadellid2 sp1,506,non-mimic,Outline,Alive,Photo 1085,Canon EOS 7D,NA,photo,http://localhost/images/photos/5/1316.JPG,Specimen,506,2017-04-11 01:17:46 UTC,2017-04-11 01:21:52 UTC,strict,506,Animalia,Arthropoda,Insecta,Hemiptera,Cicadellidae,Cicadellid2,Species,Cicadellid2 sp1,,,-15.57264722,144.4455806,20,77.60656793,"Track near Laura River, Qld",10:53,16,3,2017,Jim,134,Hopper nymph,1,1.8,,Early instar,,"I assumed it was an ant when I collected it.Same colour as attendant ants.
Pickled in 96% ethanol 29-Mar-2017.",,,,In collection,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dorsal,1317,../data/outline1cb05a1623e1.JPG,Cicadellid2 sp1,506,non-mimic,Outline,Alive,Photo 1084,Canon EOS 7D,NA,photo,http://localhost/images/photos/5/1317.JPG,Specimen,506,2017-04-11 01:21:46 UTC,2017-04-11 01:21:48 UTC,strict,506,Animalia,Arthropoda,Insecta,Hemiptera,Cicadellidae,Cicadellid2,Species,Cicadellid2 sp1,,,-15.57264722,144.4455806,20,77.60656793,"Track near Laura River, Qld",10:53,16,3,2017,Jim,134,Hopper nymph,1,1.8,,Early instar,,"I assumed it was an ant when I collected it.Same colour as attendant ants.
Pickled in 96% ethanol 29-Mar-2017.",,,,In collection,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lateral,1318,../data/outline1cb042c16d9e.JPG,Cicadellid2 sp1,506,non-mimic,Outline,Alive,Photo 1083,Canon EOS 7D,NA,photo,http://localhost/images/photos/5/1318.JPG,Specimen,506,2017-04-11 01:26:15 UTC,2017-04-11 01:26:17 UTC,strict with interpolation,506,Animalia,Arthropoda,Insecta,Hemiptera,Cicadellidae,Cicadellid2,Species,Cicadellid2 sp1,,,-15.57264722,144.4455806,20,77.60656793,"Track near Laura River, Qld",10:53,16,3,2017,Jim,134,Hopper nymph,1,1.8,,Early instar,,"I assumed it was an ant when I collected it.Same colour as attendant ants.
Pickled in 96% ethanol 29-Mar-2017.",,,,In collection,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lateral,1319,../data/outline1cb022123d95.JPG,Cicadellid2 sp1,506,non-mimic,Outline,Alive,Photo 1082,Canon EOS 7D,NA,photo,http://localhost/images/photos/5/1319.JPG,Specimen,506,2017-04-11 01:30:09 UTC,2017-04-11 01:30:11 UTC,strict with interpolation,506,Animalia,Arthropoda,Insecta,Hemiptera,Cicadellidae,Cicadellid2,Species,Cicadellid2 sp1,,,-15.57264722,144.4455806,20,77.60656793,"Track near Laura River, Qld",10:53,16,3,2017,Jim,134,Hopper nymph,1,1.8,,Early instar,,"I assumed it was an ant when I collected it.Same colour as attendant ants.
Pickled in 96% ethanol 29-Mar-2017.",,,,In collection,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dorsal,2221,../data/outline1cb07fe241f7.JPG,Coleoptera2 sp1,717,mimic,Outline,Alive,Photo 2123,,NA,photo,http://localhost/images/photos/8/2221.JPG,Specimen,717,2017-05-29 12:13:47 UTC,2017-05-29 12:13:52 UTC,strict,717,Animalia,Arthropoda,Insecta,Coleoptera,,Coleoptera2,Species,Coleoptera2 sp1,,,-33.77119444,151.1135417,10,82.31640625,"MQ campus, Sydney, NSW",14:26,17,5,2017,Louis O'Neill,178,Ant mimic beetle,1,5.7,,,,"Pickled in 96% ethanol, 29-May-2017.",,Ant-mimic beetle,,In collection,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dorsal,2222,../data/outline1cb049a96850.JPG,Coleoptera2 sp1,717,mimic,Outline,Alive,Photo 2124,,NA,photo,http://localhost/images/photos/8/2222.JPG,Specimen,717,2017-05-29 12:39:39 UTC,2017-05-29 12:39:41 UTC,strict,717,Animalia,Arthropoda,Insecta,Coleoptera,,Coleoptera2,Species,Coleoptera2 sp1,,,-33.77119444,151.1135417,10,82.31640625,"MQ campus, Sydney, NSW",14:26,17,5,2017,Louis O'Neill,178,Ant mimic beetle,1,5.7,,,,"Pickled in 96% ethanol, 29-May-2017.",,Ant-mimic beetle,,In collection,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dorsal,2493,../data/outline1cb059b2536e.JPG,Coleoptera2 sp1,663,mimic,Outline,Alive,Photo 1863,,NA,photo,http://localhost/images/photos/9/2493.JPG,Specimen,663,2017-06-14 13:14:38 UTC,2017-06-14 13:14:43 UTC,strict,663,Animalia,Arthropoda,Insecta,Coleoptera,,Coleoptera2,Species,Coleoptera2 sp1,,,-33.77252222,151.1151583,65,65,"MQ campus, Sydney, NSW",13:46,16,5,2017,Louis O'Neill,177,Small ant mimic beetle,1,6.4,,,,"Pickled in 96% ethanol, 29-May-2017.",,Ant-mimic beetle,,In collection,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dorsal,2494,../data/outline1cb060fd3219.JPG,Coleoptera2 sp1,663,mimic,Outline,Alive,Photo 1864,,NA,photo,http://localhost/images/photos/9/2494.JPG,Specimen,663,2017-06-14 13:15:40 UTC,2017-06-14 13:15:42 UTC,strict,663,Animalia,Arthropoda,Insecta,Coleoptera,,Coleoptera2,Species,Coleoptera2 sp1,,,-33.77252222,151.1151583,65,65,"MQ campus, Sydney, NSW",13:46,16,5,2017,Louis O'Neill,177,Small ant mimic beetle,1,6.4,,,,"Pickled in 96% ethanol, 29-May-2017.",,Ant-mimic beetle,,In collection,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dorsal,378,../data/outline1cb052df35da.jpg,Coleoptera2 sp1,381,mimic,Outline,Alive,Photo 334,Canon EOS 7D,NA,photo,http://localhost/images/photos/1/378.jpg,Specimen,381,2017-01-06 03:45:03 UTC,2017-01-06 04:03:27 UTC,strict,381,Animalia,Arthropoda,Insecta,Coleoptera,,Coleoptera2,Species,Coleoptera2 sp1,,,-33.77528056,151.1070083,10,0,"MQ campus, Sydney, NSW",14:45,31,10,2016,Jim,81,Ant mimic beetle,2,6,,,,On trunk of tree,,Ant mimic,77-2,In collection,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dorsal,3802,../data/outline1cb013d952bc.JPG,Coleoptera2 sp1,722,mimic,Outline,Alive,Photo 2143,,NA,photo,http://localhost/images/photos/15/3802.JPG,Specimen,722,2017-08-14 16:13:11 UTC,2017-08-14 16:13:14 UTC,strict,722,Animalia,Arthropoda,Insecta,Coleoptera,,Coleoptera2,Species,Coleoptera2 sp1,,,-33.77119444,151.1135417,10,82.31640625,"MQ campus, Sydney, NSW",14:26,17,5,2017,Louis O'Neill,178,Ant mimic beetle,1,5.6,,,,"Pickled in 70% ethanol, 6-June-2017.",,Ant-mimic beetle,,In collection,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dorsal,3803,../data/outline1cb0138ae58.JPG,Coleoptera2 sp1,722,mimic,Outline,Alive,Photo 2144,,NA,photo,http://localhost/images/photos/15/3803.JPG,Specimen,722,2017-08-14 16:29:19 UTC,2017-08-14 16:29:22 UTC,"strict, angles adjusted",722,Animalia,Arthropoda,Insecta,Coleoptera,,Coleoptera2,Species,Coleoptera2 sp1,,,-33.77119444,151.1135417,10,82.31640625,"MQ campus, Sydney, NSW",14:26,17,5,2017,Louis O'Neill,178,Ant mimic beetle,1,5.6,,,,"Pickled in 70% ethanol, 6-June-2017.",,Ant-mimic beetle,,In collection,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lateral,2223,../data/outline1cb07de41220.JPG,Coleoptera2 sp1,717,mimic,Outline,Alive,Photo 2125,,NA,photo,http://localhost/images/photos/8/2223.JPG,Specimen,717,2017-05-29 12:58:11 UTC,2017-05-29 12:58:13 UTC,strict with interpolation,717,Animalia,Arthropoda,Insecta,Coleoptera,,Coleoptera2,Species,Coleoptera2 sp1,,,-33.77119444,151.1135417,10,82.31640625,"MQ campus, Sydney, NSW",14:26,17,5,2017,Louis O'Neill,178,Ant mimic beetle,1,5.7,,,,"Pickled in 96% ethanol, 29-May-2017.",,Ant-mimic beetle,,In collection,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lateral,2224,../data/outline1cb0524bb11.JPG,Coleoptera2 sp1,717,mimic,Outline,Alive,Photo 2126,,NA,photo,http://localhost/images/photos/8/2224.JPG,Specimen,717,2017-05-29 13:10:45 UTC,2017-05-29 13:10:46 UTC,strict with interpolation,717,Animalia,Arthropoda,Insecta,Coleoptera,,Coleoptera2,Species,Coleoptera2 sp1,,,-33.77119444,151.1135417,10,82.31640625,"MQ campus, Sydney, NSW",14:26,17,5,2017,Louis O'Neill,178,Ant mimic beetle,1,5.7,,,,"Pickled in 96% ethanol, 29-May-2017.",,Ant-mimic beetle,,In collection,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lateral,2495,../data/outline1cb06c3a7efa.JPG,Coleoptera2 sp1,663,mimic,Outline,Alive,Photo 1866,,NA,photo,http://localhost/images/photos/9/2495.JPG,Specimen,663,2017-06-14 13:16:22 UTC,2017-06-14 13:16:24 UTC,strict with interpolation,663,Animalia,Arthropoda,Insecta,Coleoptera,,Coleoptera2,Species,Coleoptera2 sp1,,,-33.77252222,151.1151583,65,65,"MQ campus, Sydney, NSW",13:46,16,5,2017,Louis O'Neill,177,Small ant mimic beetle,1,6.4,,,,"Pickled in 96% ethanol, 29-May-2017.",,Ant-mimic beetle,,In collection,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lateral,2496,../data/outline1cb0147f3943.JPG,Coleoptera2 sp1,663,mimic,Outline,Alive,Photo 1867,,NA,photo,http://localhost/images/photos/9/2496.JPG,Specimen,663,2017-06-14 13:17:20 UTC,2017-06-14 13:17:22 UTC,strict with interpolation,663,Animalia,Arthropoda,Insecta,Coleoptera,,Coleoptera2,Species,Coleoptera2 sp1,,,-33.77252222,151.1151583,65,65,"MQ campus, Sydney, NSW",13:46,16,5,2017,Louis O'Neill,177,Small ant mimic beetle,1,6.4,,,,"Pickled in 96% ethanol, 29-May-2017.",,Ant-mimic beetle,,In collection,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lateral,379,../data/outline1cb061df49e0.jpg,Coleoptera2 sp1,381,mimic,Outline,Alive,Photo 335,Canon EOS 7D,NA,photo,http://localhost/images/photos/1/379.jpg,Specimen,381,2017-01-06 03:45:04 UTC,2017-01-06 04:03:41 UTC,strict,381,Animalia,Arthropoda,Insecta,Coleoptera,,Coleoptera2,Species,Coleoptera2 sp1,,,-33.77528056,151.1070083,10,0,"MQ campus, Sydney, NSW",14:45,31,10,2016,Jim,81,Ant mimic beetle,2,6,,,,On trunk of tree,,Ant mimic,77-2,In collection,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lateral,3804,../data/outline1cb01d735b57.JPG,Coleoptera2 sp1,722,mimic,Outline,Alive,Photo 2146,,NA,photo,http://localhost/images/photos/15/3804.JPG,Specimen,722,2017-08-14 16:38:10 UTC,2017-08-14 16:38:13 UTC,strict with interpolation,722,Animalia,Arthropoda,Insecta,Coleoptera,,Coleoptera2,Species,Coleoptera2 sp1,,,-33.77119444,151.1135417,10,82.31640625,"MQ campus, Sydney, NSW",14:26,17,5,2017,Louis O'Neill,178,Ant mimic beetle,1,5.6,,,,"Pickled in 70% ethanol, 6-June-2017.",,Ant-mimic beetle,,In collection,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lateral,3805,../data/outline1cb0614f6b85.JPG,Coleoptera2 sp1,722,mimic,Outline,Alive,Photo 2145,,NA,photo,http://localhost/images/photos/15/3805.JPG,Specimen,722,2017-08-14 16:44:49 UTC,2017-08-14 16:44:52 UTC,strict with interpolation,722,Animalia,Arthropoda,Insecta,Coleoptera,,Coleoptera2,Species,Coleoptera2 sp1,,,-33.77119444,151.1135417,10,82.31640625,"MQ campus, Sydney, NSW",14:26,17,5,2017,Louis O'Neill,178,Ant mimic beetle,1,5.6,,,,"Pickled in 70% ethanol, 6-June-2017.",,Ant-mimic beetle,,In collection,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dorsal,1540,../data/outline1cb0a613608.JPG,Coleoptera3 sp1,404,mimic,Outline,Alive,Photo 549,Canon EOS 7D,NA,photo,http://localhost/images/photos/6/1540.JPG,Specimen,404,2017-04-24 13:20:16 UTC,2017-04-24 13:20:17 UTC,strict,404,Animalia,Arthropoda,Insecta,Coleoptera,,Coleoptera3,Species,Coleoptera3 sp1,,,-33.71308056,149.9720528,100,1050,"Duckmaloi, NSW",0:00,24,1,2017,Alex Burton,93,Ant mimic beetle,1,11,,,,"Found by Alex.
Frozen 19-Feb-2017
Pickled in 96% ethanol 1-Mar-2017",,Ant-mimic beetle,,In collection,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lateral,1541,../data/outline1cb0517332e0.JPG,Coleoptera3 sp1,404,mimic,Outline,Alive,Photo 550,Canon EOS 7D,NA,photo,http://localhost/images/photos/6/1541.JPG,Specimen,404,2017-04-24 13:23:23 UTC,2017-04-24 13:23:24 UTC,strict,404,Animalia,Arthropoda,Insecta,Coleoptera,,Coleoptera3,Species,Coleoptera3 sp1,,,-33.71308056,149.9720528,100,1050,"Duckmaloi, NSW",0:00,24,1,2017,Alex Burton,93,Ant mimic beetle,1,11,,,,"Found by Alex.
Frozen 19-Feb-2017
Pickled in 96% ethanol 1-Mar-2017",,Ant-mimic beetle,,In collection,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dorsal,3895,../data/outline1cb0f4c19de.JPG,Colobathristid1 sp1,884,mimic,Outline,Dry,Photo 3008,,NA,photo,http://localhost/images/photos/15/3895.JPG,Specimen,884,2017-08-17 14:28:48 UTC,2017-08-17 14:28:52 UTC,strict,884,Animalia,Arthropoda,Insecta,Hemiptera,Colobathristidae,Colobathristid1,Species,Colobathristid1 sp1,,,-23.39356389,150.5767222,5,16.2194211,"Rockhampton Memorial Gardens Cemetery, Qld",14:32,21,6,2017,Jim,236,Green ant mimicking bug,1,7,,,,"Colour has faded a bit. Pickled in 70% ethanol, 03-June-2017.
Presumably a mimic of Oecophylla smaragdina.",0,Ant mimic bug,,In collection,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
